date,parameter,unit,value
2002-03-25,T_max_h1,°C,5.49000
2002-03-25,StrGlo,W/m2,142.46000
2002-03-25,p,hPa,973.86000
2002-03-26,RainDur,min,1.44000
2002-03-26,T,°C,2.88000
2002-03-26,T_max_h1,°C,6.90000
2002-03-26,StrGlo,W/m2,185.06000
2002-03-26,p,hPa,972.73000
2002-03-27,RainDur,min,1.44000
2002-03-27,T,°C,3.12000
2002-03-27,T_max_h1,°C,8.23000
2002-03-27,StrGlo,W/m2,143.74000
2002-03-27,p,hPa,973.51000
2002-03-28,RainDur,min,1.44000
2002-03-28,T,°C,5.20000
2002-03-28,T_max_h1,°C,10.85000
2002-03-28,StrGlo,W/m2,187.16000
2002-03-28,p,hPa,972.58000
2002-03-29,RainDur,min,1.44000
2002-03-29,T,°C,8.51000
2002-03-29,T_max_h1,°C,15.39000
2002-03-29,StrGlo,W/m2,196.99000
2002-03-29,p,hPa,970.24000
2002-03-30,RainDur,min,1.44000
2002-03-30,T,°C,7.42000
2002-03-30,T_max_h1,°C,10.18000
2002-03-30,StrGlo,W/m2,71.27000
2002-03-30,p,hPa,970.95000
2002-03-31,RainDur,min,1.44000
2002-03-31,T,°C,9.80000
2002-03-31,T_max_h1,°C,15.73000
2002-03-31,StrGlo,W/m2,192.20000
2002-03-31,p,hPa,968.14000
2002-04-01,RainDur,min,1.44000
2002-04-01,T,°C,10.59000
2002-04-01,T_max_h1,°C,16.15000
2002-04-01,StrGlo,W/m2,190.87000
2002-04-01,p,hPa,965.25000
2002-04-02,RainDur,min,1.44000
2002-04-02,T,°C,12.27000
2002-04-02,T_max_h1,°C,18.51000
2002-04-02,StrGlo,W/m2,199.54000
2002-04-02,p,hPa,962.89000
2002-04-03,RainDur,min,1.44000
2002-04-03,T,°C,13.27000
2002-04-03,T_max_h1,°C,18.37000
2002-04-03,StrGlo,W/m2,187.30000
2002-04-03,p,hPa,954.30000
2002-04-04,RainDur,min,1.44000
2002-04-04,T,°C,12.38000
2002-04-04,T_max_h1,°C,17.68000
2002-04-04,StrGlo,W/m2,197.46000
2002-04-04,p,hPa,952.28000
2002-04-05,RainDur,min,1.44000
2002-04-05,T,°C,9.76000
2002-04-05,T_max_h1,°C,13.57000
2002-04-05,StrGlo,W/m2,194.09000
2002-04-05,p,hPa,952.91000
2002-04-06,RainDur,min,1.44000
2002-04-06,T,°C,6.57000
2002-04-06,T_max_h1,°C,10.67000
2002-04-06,StrGlo,W/m2,204.34000
2002-04-06,p,hPa,958.77000
2002-04-07,RainDur,min,1.44000
2002-04-07,T,°C,6.52000
2002-04-07,T_max_h1,°C,11.23000
2002-04-07,StrGlo,W/m2,154.71000
2002-04-07,p,hPa,963.48000
2002-04-08,RainDur,min,181.13000
2002-04-08,T,°C,6.95000
2002-04-08,T_max_h1,°C,9.07000
2002-04-08,StrGlo,W/m2,61.20000
2002-04-08,p,hPa,964.08000
2002-04-09,RainDur,min,1.44000
2002-04-09,T,°C,7.52000
2002-04-09,T_max_h1,°C,11.66000
2002-04-09,StrGlo,W/m2,196.06000
2002-04-09,p,hPa,960.76000
2002-04-10,RainDur,min,1.44000
2002-04-10,T,°C,7.50000
2002-04-10,T_max_h1,°C,11.86000
2002-04-10,StrGlo,W/m2,182.20000
2002-04-10,p,hPa,955.57000
2002-04-11,RainDur,min,1.44000
2002-04-11,T,°C,8.87000
2002-04-11,T_max_h1,°C,14.06000
2002-04-11,StrGlo,W/m2,176.89000
2002-04-11,p,hPa,951.24000
2002-04-12,RainDur,min,327.99000
2002-04-12,T,°C,11.06000
2002-04-12,T_max_h1,°C,14.99000
2002-04-12,StrGlo,W/m2,127.59000
2002-04-12,p,hPa,944.29000
2002-04-13,RainDur,min,1023.50000
2002-04-13,T,°C,8.74000
2002-04-13,T_max_h1,°C,9.62000
2002-04-13,StrGlo,W/m2,31.55000
2002-04-13,p,hPa,946.75000
2002-04-14,RainDur,min,1190.64000
2002-04-14,T,°C,5.46000
2002-04-14,T_max_h1,°C,7.83000
2002-04-14,StrGlo,W/m2,51.57000
2002-04-14,p,hPa,957.09000
2002-04-15,RainDur,min,63.38000
2002-04-15,T,°C,5.51000
2002-04-15,T_max_h1,°C,8.78000
2002-04-15,StrGlo,W/m2,140.40000
2002-04-15,p,hPa,962.24000
2002-04-16,RainDur,min,24.04000
2002-04-16,T,°C,6.47000
2002-04-16,T_max_h1,°C,10.47000
2002-04-16,StrGlo,W/m2,163.92000
2002-04-16,p,hPa,963.52000
2002-04-17,RainDur,min,72.41000
2002-04-17,T,°C,8.31000
2002-04-17,T_max_h1,°C,11.60000
2002-04-17,StrGlo,W/m2,104.18000
2002-04-17,p,hPa,964.88000
2002-04-18,RainDur,min,53.68000
2002-04-18,T,°C,10.39000
2002-04-18,T_max_h1,°C,15.24000
2002-04-18,StrGlo,W/m2,205.42000
2002-04-18,p,hPa,965.89000
2002-04-19,RainDur,min,155.58000
2002-04-19,T,°C,10.15000
2002-04-19,T_max_h1,°C,13.25000
2002-04-19,StrGlo,W/m2,167.76000
2002-04-19,p,hPa,969.01000
2002-04-20,RainDur,min,24.23000
2002-04-20,T,°C,8.12000
2002-04-20,T_max_h1,°C,10.93000
2002-04-20,StrGlo,W/m2,150.84000
2002-04-20,p,hPa,974.53000
2002-04-21,RainDur,min,21.91000
2002-04-21,T,°C,10.33000
2002-04-21,T_max_h1,°C,13.99000
2002-04-21,StrGlo,W/m2,159.26000
2002-04-21,p,hPa,978.66000
2002-04-22,RainDur,min,1.44000
2002-04-22,T,°C,12.20000
2002-04-22,T_max_h1,°C,17.12000
2002-04-22,StrGlo,W/m2,204.04000
2002-04-22,p,hPa,978.33000
2002-04-23,RainDur,min,23.27000
2002-04-23,T,°C,14.26000
2002-04-23,T_max_h1,°C,19.12000
2002-04-23,StrGlo,W/m2,212.74000
2002-04-23,p,hPa,976.51000
2002-04-24,RainDur,min,1050.80000
2002-04-24,T,°C,11.83000
2002-04-24,T_max_h1,°C,14.33000
2002-04-24,StrGlo,W/m2,31.66000
2002-04-24,p,hPa,974.41000
2002-04-25,RainDur,min,121.27000
2002-04-25,T,°C,13.38000
2002-04-25,T_max_h1,°C,18.66000
2002-04-25,StrGlo,W/m2,189.73000
2002-04-25,p,hPa,969.82000
2002-04-26,RainDur,min,464.44000
2002-04-26,T,°C,13.66000
2002-04-26,T_max_h1,°C,19.81000
2002-04-26,StrGlo,W/m2,121.64000
2002-04-26,p,hPa,961.42000
2002-04-27,RainDur,min,101.05000
2002-04-27,T,°C,10.13000
2002-04-27,T_max_h1,°C,12.56000
2002-04-27,StrGlo,W/m2,172.79000
2002-04-27,p,hPa,962.89000
2002-04-28,RainDur,min,1.86000
2002-04-28,T,°C,12.29000
2002-04-28,T_max_h1,°C,17.99000
2002-04-28,StrGlo,W/m2,199.55000
2002-04-28,p,hPa,957.71000
2002-04-29,RainDur,min,68.06000
2002-04-29,T,°C,11.69000
2002-04-29,T_max_h1,°C,14.88000
2002-04-29,StrGlo,W/m2,125.54000
2002-04-29,p,hPa,960.39000
2002-04-30,RainDur,min,1.44000
2002-04-30,T,°C,14.05000
2002-04-30,T_max_h1,°C,19.61000
2002-04-30,StrGlo,W/m2,246.81000
2002-04-30,p,hPa,962.09000
2002-05-01,RainDur,min,1.44000
2002-05-01,T,°C,12.24000
2002-05-01,T_max_h1,°C,15.22000
2002-05-01,StrGlo,W/m2,118.94000
2002-05-01,p,hPa,958.46000
2002-05-02,RainDur,min,478.79000
2002-05-02,T,°C,9.67000
2002-05-02,T_max_h1,°C,11.30000
2002-05-02,StrGlo,W/m2,71.72000
2002-05-02,p,hPa,957.98000
2002-05-03,RainDur,min,1056.40000
2002-05-03,T,°C,7.83000
2002-05-03,T_max_h1,°C,8.45000
2002-05-03,StrGlo,W/m2,19.14000
2002-05-03,p,hPa,958.08000
2002-05-04,RainDur,min,582.08000
2002-05-04,T,°C,6.41000
2002-05-04,T_max_h1,°C,7.55000
2002-05-04,StrGlo,W/m2,32.29000
2002-05-04,p,hPa,960.09000
2002-05-05,RainDur,min,2.44000
2002-05-05,T,°C,7.93000
2002-05-05,T_max_h1,°C,10.47000
2002-05-05,StrGlo,W/m2,103.11000
2002-05-05,p,hPa,963.77000
2002-05-06,RainDur,min,1.44000
2002-05-06,T,°C,9.64000
2002-05-06,T_max_h1,°C,14.02000
2002-05-06,StrGlo,W/m2,163.67000
2002-05-06,p,hPa,967.50000
2002-05-07,RainDur,min,1.44000
2002-05-07,T,°C,13.09000
2002-05-07,T_max_h1,°C,18.84000
2002-05-07,StrGlo,W/m2,233.69000
2002-05-07,p,hPa,964.84000
2002-05-08,RainDur,min,1.44000
2002-05-08,T,°C,15.78000
2002-05-08,T_max_h1,°C,19.94000
2002-05-08,StrGlo,W/m2,131.88000
2002-05-08,p,hPa,957.09000
2002-05-09,RainDur,min,129.50000
2002-05-09,T,°C,17.10000
2002-05-09,T_max_h1,°C,21.48000
2002-05-09,StrGlo,W/m2,189.65000
2002-05-09,p,hPa,956.37000
2002-05-10,RainDur,min,1.44000
2002-05-10,T,°C,16.79000
2002-05-10,T_max_h1,°C,22.06000
2002-05-10,StrGlo,W/m2,251.60000
2002-05-10,p,hPa,957.14000
2002-05-11,RainDur,min,413.67000
2002-05-11,T,°C,13.69000
2002-05-11,T_max_h1,°C,16.30000
2002-05-11,StrGlo,W/m2,103.03000
2002-05-11,p,hPa,959.04000
2002-05-12,RainDur,min,376.63000
2002-05-12,T,°C,13.66000
2002-05-12,T_max_h1,°C,17.88000
2002-05-12,StrGlo,W/m2,142.18000
2002-05-12,p,hPa,962.54000
2002-05-13,RainDur,min,95.40000
2002-05-13,T,°C,14.58000
2002-05-13,T_max_h1,°C,19.73000
2002-05-13,StrGlo,W/m2,178.97000
2002-05-13,p,hPa,964.45000
2002-05-14,RainDur,min,87.71000
2002-05-14,T,°C,16.01000
2002-05-14,T_max_h1,°C,20.36000
2002-05-14,StrGlo,W/m2,225.95000
2002-05-14,p,hPa,969.62000
2002-05-15,RainDur,min,1.44000
2002-05-15,T,°C,16.76000
2002-05-15,T_max_h1,°C,22.09000
2002-05-15,StrGlo,W/m2,265.83000
2002-05-15,p,hPa,974.27000
2002-05-16,RainDur,min,1.44000
2002-05-16,T,°C,19.55000
2002-05-16,T_max_h1,°C,25.93000
2002-05-16,StrGlo,W/m2,259.08000
2002-05-16,p,hPa,969.91000
2002-05-17,RainDur,min,8.56000
2002-05-17,T,°C,22.23000
2002-05-17,T_max_h1,°C,28.28000
2002-05-17,StrGlo,W/m2,256.94000
2002-05-17,p,hPa,962.72000
2002-05-18,RainDur,min,402.60000
2002-05-18,T,°C,17.61000
2002-05-18,T_max_h1,°C,21.84000
2002-05-18,StrGlo,W/m2,135.87000
2002-05-18,p,hPa,964.52000
2002-05-19,RainDur,min,41.45000
2002-05-19,T,°C,13.36000
2002-05-19,T_max_h1,°C,15.35000
2002-05-19,StrGlo,W/m2,75.19000
2002-05-19,p,hPa,969.60000
2002-05-20,RainDur,min,9.73000
2002-05-20,T,°C,16.14000
2002-05-20,T_max_h1,°C,20.07000
2002-05-20,StrGlo,W/m2,233.26000
2002-05-20,p,hPa,964.18000
2002-05-21,RainDur,min,1.44000
2002-05-21,T,°C,18.78000
2002-05-21,T_max_h1,°C,25.29000
2002-05-21,StrGlo,W/m2,265.31000
2002-05-21,p,hPa,957.14000
2002-05-22,RainDur,min,1.44000
2002-05-22,T,°C,19.98000
2002-05-22,T_max_h1,°C,25.90000
2002-05-22,StrGlo,W/m2,181.30000
2002-05-22,p,hPa,953.19000
2002-05-23,RainDur,min,537.81000
2002-05-23,T,°C,12.69000
2002-05-23,T_max_h1,°C,16.48000
2002-05-23,StrGlo,W/m2,62.07000
2002-05-23,p,hPa,956.89000
2002-05-24,RainDur,min,174.21000
2002-05-24,T,°C,13.39000
2002-05-24,T_max_h1,°C,17.96000
2002-05-24,StrGlo,W/m2,176.30000
2002-05-24,p,hPa,962.44000
2002-05-25,RainDur,min,251.74000
2002-05-25,T,°C,11.91000
2002-05-25,T_max_h1,°C,16.47000
2002-05-25,StrGlo,W/m2,80.61000
2002-05-25,p,hPa,963.95000
2002-05-26,RainDur,min,100.59000
2002-05-26,T,°C,12.16000
2002-05-26,T_max_h1,°C,17.28000
2002-05-26,StrGlo,W/m2,176.25000
2002-05-26,p,hPa,960.35000
2002-05-27,RainDur,min,1333.33000
2002-05-27,T,°C,9.28000
2002-05-27,T_max_h1,°C,11.05000
2002-05-27,StrGlo,W/m2,42.58000
2002-05-27,p,hPa,958.32000
2002-05-28,RainDur,min,303.86000
2002-05-28,T,°C,10.97000
2002-05-28,T_max_h1,°C,14.82000
2002-05-28,StrGlo,W/m2,121.25000
2002-05-28,p,hPa,961.02000
2002-05-29,RainDur,min,26.08000
2002-05-29,T,°C,12.52000
2002-05-29,T_max_h1,°C,15.34000
2002-05-29,StrGlo,W/m2,115.10000
2002-05-29,p,hPa,967.12000
2002-05-30,RainDur,min,1.44000
2002-05-30,T,°C,15.31000
2002-05-30,T_max_h1,°C,20.65000
2002-05-30,StrGlo,W/m2,277.40000
2002-05-30,p,hPa,971.11000
2002-05-31,RainDur,min,1.44000
2002-05-31,T,°C,17.75000
2002-05-31,T_max_h1,°C,22.59000
2002-05-31,StrGlo,W/m2,269.03000
2002-05-31,p,hPa,972.41000
2002-06-01,RainDur,min,1.44000
2002-06-01,T,°C,19.26000
2002-06-01,T_max_h1,°C,24.51000
2002-06-01,StrGlo,W/m2,282.71000
2002-06-01,p,hPa,970.09000
2002-06-02,RainDur,min,1.44000
2002-06-02,T,°C,19.38000
2002-06-02,T_max_h1,°C,24.24000
2002-06-02,StrGlo,W/m2,274.43000
2002-06-02,p,hPa,966.63000
2002-06-03,RainDur,min,260.99000
2002-06-03,T,°C,17.08000
2002-06-03,T_max_h1,°C,21.82000
2002-06-03,StrGlo,W/m2,130.61000
2002-06-03,p,hPa,962.00000
2002-06-04,RainDur,min,1.52000
2002-06-04,T,°C,20.39000
2002-06-04,T_max_h1,°C,25.74000
2002-06-04,StrGlo,W/m2,236.83000
2002-06-04,p,hPa,957.23000
2002-06-05,RainDur,min,166.95000
2002-06-05,T,°C,18.73000
2002-06-05,T_max_h1,°C,23.53000
2002-06-05,StrGlo,W/m2,152.32000
2002-06-05,p,hPa,948.57000
2002-06-06,RainDur,min,128.85000
2002-06-06,T,°C,16.54000
2002-06-06,T_max_h1,°C,21.26000
2002-06-06,StrGlo,W/m2,172.19000
2002-06-06,p,hPa,949.30000
2002-06-07,RainDur,min,308.03000
2002-06-07,T,°C,14.30000
2002-06-07,T_max_h1,°C,16.59000
2002-06-07,StrGlo,W/m2,89.53000
2002-06-07,p,hPa,955.62000
2002-06-08,RainDur,min,59.14000
2002-06-08,T,°C,15.57000
2002-06-08,T_max_h1,°C,18.30000
2002-06-08,StrGlo,W/m2,123.47000
2002-06-08,p,hPa,957.36000
2002-06-09,RainDur,min,306.92000
2002-06-09,T,°C,14.84000
2002-06-09,T_max_h1,°C,17.02000
2002-06-09,StrGlo,W/m2,86.73000
2002-06-09,p,hPa,958.15000
2002-06-10,RainDur,min,274.16000
2002-06-10,T,°C,13.63000
2002-06-10,T_max_h1,°C,16.01000
2002-06-10,StrGlo,W/m2,149.32000
2002-06-10,p,hPa,963.98000
2002-06-11,RainDur,min,1.44000
2002-06-11,T,°C,15.37000
2002-06-11,T_max_h1,°C,19.84000
2002-06-11,StrGlo,W/m2,240.72000
2002-06-11,p,hPa,967.80000
2002-06-12,RainDur,min,1.44000
2002-06-12,T,°C,19.07000
2002-06-12,T_max_h1,°C,25.51000
2002-06-12,StrGlo,W/m2,281.67000
2002-06-12,p,hPa,968.40000
2002-06-13,RainDur,min,1.44000
2002-06-13,T,°C,21.98000
2002-06-13,T_max_h1,°C,26.94000
2002-06-13,StrGlo,W/m2,274.02000
2002-06-13,p,hPa,968.26000
2002-06-14,RainDur,min,1.44000
2002-06-14,T,°C,23.77000
2002-06-14,T_max_h1,°C,29.90000
2002-06-14,StrGlo,W/m2,290.47000
2002-06-14,p,hPa,967.35000
2002-06-15,RainDur,min,4.75000
2002-06-15,T,°C,25.18000
2002-06-15,T_max_h1,°C,30.96000
2002-06-15,StrGlo,W/m2,257.84000
2002-06-15,p,hPa,966.28000
2002-06-16,RainDur,min,66.32000
2002-06-16,T,°C,24.22000
2002-06-16,T_max_h1,°C,28.15000
2002-06-16,StrGlo,W/m2,193.13000
2002-06-16,p,hPa,968.06000
2002-06-17,RainDur,min,1.44000
2002-06-17,T,°C,26.25000
2002-06-17,T_max_h1,°C,33.07000
2002-06-17,StrGlo,W/m2,276.06000
2002-06-17,p,hPa,968.36000
2002-06-18,RainDur,min,21.17000
2002-06-18,T,°C,27.65000
2002-06-18,T_max_h1,°C,34.33000
2002-06-18,StrGlo,W/m2,271.40000
2002-06-18,p,hPa,967.36000
2002-06-19,RainDur,min,1.44000
2002-06-19,T,°C,26.97000
2002-06-19,T_max_h1,°C,32.11000
2002-06-19,StrGlo,W/m2,270.51000
2002-06-19,p,hPa,967.45000
2002-06-20,RainDur,min,1.86000
2002-06-20,T,°C,25.48000
2002-06-20,T_max_h1,°C,30.41000
2002-06-20,StrGlo,W/m2,227.35000
2002-06-20,p,hPa,968.19000
2002-06-21,RainDur,min,89.40000
2002-06-21,T,°C,24.15000
2002-06-21,T_max_h1,°C,29.51000
2002-06-21,StrGlo,W/m2,193.17000
2002-06-21,p,hPa,969.54000
2002-06-22,RainDur,min,1.44000
2002-06-22,T,°C,25.21000
2002-06-22,T_max_h1,°C,30.04000
2002-06-22,StrGlo,W/m2,265.74000
2002-06-22,p,hPa,969.91000
2002-06-23,RainDur,min,19.03000
2002-06-23,T,°C,27.10000
2002-06-23,T_max_h1,°C,32.48000
2002-06-23,StrGlo,W/m2,273.82000
2002-06-23,p,hPa,966.90000
2002-06-24,RainDur,min,328.32000
2002-06-24,T,°C,19.97000
2002-06-24,T_max_h1,°C,22.43000
2002-06-24,StrGlo,W/m2,78.57000
2002-06-24,p,hPa,970.13000
2002-06-25,RainDur,min,1.44000
2002-06-25,T,°C,20.11000
2002-06-25,T_max_h1,°C,23.33000
2002-06-25,StrGlo,W/m2,209.86000
2002-06-25,p,hPa,972.40000
2002-06-26,RainDur,min,1.44000
2002-06-26,T,°C,20.80000
2002-06-26,T_max_h1,°C,26.13000
2002-06-26,StrGlo,W/m2,285.97000
2002-06-26,p,hPa,969.86000
2002-06-27,RainDur,min,117.83000
2002-06-27,T,°C,21.42000
2002-06-27,T_max_h1,°C,26.50000
2002-06-27,StrGlo,W/m2,200.79000
2002-06-27,p,hPa,964.08000
2002-06-28,RainDur,min,300.79000
2002-06-28,T,°C,16.79000
2002-06-28,T_max_h1,°C,19.94000
2002-06-28,StrGlo,W/m2,157.18000
2002-06-28,p,hPa,964.88000
2002-06-29,RainDur,min,1.44000
2002-06-29,T,°C,16.62000
2002-06-29,T_max_h1,°C,20.50000
2002-06-29,StrGlo,W/m2,274.79000
2002-06-29,p,hPa,969.04000
2002-06-30,RainDur,min,1.44000
2002-06-30,T,°C,17.82000
2002-06-30,T_max_h1,°C,23.36000
2002-06-30,StrGlo,W/m2,281.82000
2002-06-30,p,hPa,965.87000
2002-07-01,RainDur,min,18.80000
2002-07-01,T,°C,21.25000
2002-07-01,T_max_h1,°C,26.48000
2002-07-01,StrGlo,W/m2,274.13000
2002-07-01,p,hPa,960.81000
2002-07-02,RainDur,min,54.29000
2002-07-02,T,°C,17.66000
2002-07-02,T_max_h1,°C,21.17000
2002-07-02,StrGlo,W/m2,65.84000
2002-07-02,p,hPa,958.81000
2002-07-03,RainDur,min,74.35000
2002-07-03,T,°C,19.04000
2002-07-03,T_max_h1,°C,23.57000
2002-07-03,StrGlo,W/m2,184.39000
2002-07-03,p,hPa,957.67000
2002-07-04,RainDur,min,145.88000
2002-07-04,T,°C,15.76000
2002-07-04,T_max_h1,°C,19.33000
2002-07-04,StrGlo,W/m2,207.82000
2002-07-04,p,hPa,966.74000
2002-07-05,RainDur,min,134.58000
2002-07-05,T,°C,17.83000
2002-07-05,T_max_h1,°C,24.54000
2002-07-05,StrGlo,W/m2,281.86000
2002-07-05,p,hPa,964.23000
2002-07-06,RainDur,min,568.24000
2002-07-06,T,°C,16.06000
2002-07-06,T_max_h1,°C,17.47000
2002-07-06,StrGlo,W/m2,87.54000
2002-07-06,p,hPa,964.77000
2002-07-07,RainDur,min,1.44000
2002-07-07,T,°C,19.40000
2002-07-07,T_max_h1,°C,23.94000
2002-07-07,StrGlo,W/m2,252.16000
2002-07-07,p,hPa,967.50000
2002-07-08,RainDur,min,1.44000
2002-07-08,T,°C,22.57000
2002-07-08,T_max_h1,°C,29.18000
2002-07-08,StrGlo,W/m2,283.19000
2002-07-08,p,hPa,963.83000
2002-07-09,RainDur,min,75.82000
2002-07-09,T,°C,22.60000
2002-07-09,T_max_h1,°C,28.72000
2002-07-09,StrGlo,W/m2,204.34000
2002-07-09,p,hPa,960.41000
2002-07-10,RainDur,min,185.51000
2002-07-10,T,°C,16.98000
2002-07-10,T_max_h1,°C,21.03000
2002-07-10,StrGlo,W/m2,79.06000
2002-07-10,p,hPa,961.39000
2002-07-11,RainDur,min,1.44000
2002-07-11,T,°C,19.05000
2002-07-11,T_max_h1,°C,22.83000
2002-07-11,StrGlo,W/m2,253.28000
2002-07-11,p,hPa,968.40000
2002-07-12,RainDur,min,1.44000
2002-07-12,T,°C,21.39000
2002-07-12,T_max_h1,°C,26.63000
2002-07-12,StrGlo,W/m2,269.02000
2002-07-12,p,hPa,966.94000
2002-07-13,RainDur,min,462.22000
2002-07-13,T,°C,16.87000
2002-07-13,T_max_h1,°C,19.82000
2002-07-13,StrGlo,W/m2,79.66000
2002-07-13,p,hPa,964.83000
2002-07-14,RainDur,min,1.44000
2002-07-14,T,°C,18.01000
2002-07-14,T_max_h1,°C,21.20000
2002-07-14,StrGlo,W/m2,156.74000
2002-07-14,p,hPa,966.99000
2002-07-15,RainDur,min,234.33000
2002-07-15,T,°C,18.90000
2002-07-15,T_max_h1,°C,22.12000
2002-07-15,StrGlo,W/m2,93.82000
2002-07-15,p,hPa,962.55000
2002-07-16,RainDur,min,54.18000
2002-07-16,T,°C,18.28000
2002-07-16,T_max_h1,°C,20.46000
2002-07-16,StrGlo,W/m2,101.26000
2002-07-16,p,hPa,959.53000
2002-07-17,RainDur,min,782.88000
2002-07-17,T,°C,16.18000
2002-07-17,T_max_h1,°C,17.75000
2002-07-17,StrGlo,W/m2,32.67000
2002-07-17,p,hPa,961.94000
2002-07-18,RainDur,min,80.64000
2002-07-18,T,°C,17.35000
2002-07-18,T_max_h1,°C,20.55000
2002-07-18,StrGlo,W/m2,126.64000
2002-07-18,p,hPa,964.80000
2002-07-19,RainDur,min,1.44000
2002-07-19,T,°C,18.63000
2002-07-19,T_max_h1,°C,23.49000
2002-07-19,StrGlo,W/m2,276.15000
2002-07-19,p,hPa,965.00000
2002-07-20,RainDur,min,1.44000
2002-07-20,T,°C,20.84000
2002-07-20,T_max_h1,°C,27.01000
2002-07-20,StrGlo,W/m2,273.98000
2002-07-20,p,hPa,965.29000
2002-07-21,RainDur,min,91.01000
2002-07-21,T,°C,20.66000
2002-07-21,T_max_h1,°C,23.78000
2002-07-21,StrGlo,W/m2,157.08000
2002-07-21,p,hPa,964.06000
2002-07-22,RainDur,min,1.44000
2002-07-22,T,°C,19.37000
2002-07-22,T_max_h1,°C,23.14000
2002-07-22,StrGlo,W/m2,252.92000
2002-07-22,p,hPa,967.27000
2002-07-23,RainDur,min,1.44000
2002-07-23,T,°C,20.29000
2002-07-23,T_max_h1,°C,26.24000
2002-07-23,StrGlo,W/m2,271.86000
2002-07-23,p,hPa,964.84000
2002-07-24,RainDur,min,17.21000
2002-07-24,T,°C,20.13000
2002-07-24,T_max_h1,°C,23.73000
2002-07-24,StrGlo,W/m2,178.52000
2002-07-24,p,hPa,964.44000
2002-07-25,RainDur,min,34.78000
2002-07-25,T,°C,17.44000
2002-07-25,T_max_h1,°C,20.01000
2002-07-25,StrGlo,W/m2,106.10000
2002-07-25,p,hPa,966.00000
2002-07-26,RainDur,min,110.69000
2002-07-26,T,°C,17.93000
2002-07-26,T_max_h1,°C,20.04000
2002-07-26,StrGlo,W/m2,105.38000
2002-07-26,p,hPa,968.28000
2002-07-27,RainDur,min,1.44000
2002-07-27,T,°C,20.90000
2002-07-27,T_max_h1,°C,25.45000
2002-07-27,StrGlo,W/m2,272.14000
2002-07-27,p,hPa,967.63000
2002-07-28,RainDur,min,1.44000
2002-07-28,T,°C,21.35000
2002-07-28,T_max_h1,°C,26.73000
2002-07-28,StrGlo,W/m2,254.27000
2002-07-28,p,hPa,966.89000
2002-07-29,RainDur,min,1.44000
2002-07-29,T,°C,23.74000
2002-07-29,T_max_h1,°C,29.43000
2002-07-29,StrGlo,W/m2,251.97000
2002-07-29,p,hPa,965.43000
2002-07-30,RainDur,min,75.77000
2002-07-30,T,°C,23.84000
2002-07-30,T_max_h1,°C,30.06000
2002-07-30,StrGlo,W/m2,240.72000
2002-07-30,p,hPa,960.53000
2002-07-31,RainDur,min,212.37000
2002-07-31,T,°C,20.56000
2002-07-31,T_max_h1,°C,26.15000
2002-07-31,StrGlo,W/m2,169.15000
2002-07-31,p,hPa,959.16000
2002-08-01,RainDur,min,63.26000
2002-08-01,T,°C,17.82000
2002-08-01,T_max_h1,°C,21.22000
2002-08-01,StrGlo,W/m2,115.08000
2002-08-01,p,hPa,961.68000
2002-08-02,RainDur,min,1.44000
2002-08-02,T,°C,19.28000
2002-08-02,T_max_h1,°C,24.07000
2002-08-02,StrGlo,W/m2,232.51000
2002-08-02,p,hPa,963.90000
2002-08-03,RainDur,min,287.84000
2002-08-03,T,°C,18.61000
2002-08-03,T_max_h1,°C,22.82000
2002-08-03,StrGlo,W/m2,139.19000
2002-08-03,p,hPa,963.73000
2002-08-04,RainDur,min,105.84000
2002-08-04,T,°C,17.88000
2002-08-04,T_max_h1,°C,20.88000
2002-08-04,StrGlo,W/m2,110.19000
2002-08-04,p,hPa,962.95000
2002-08-05,RainDur,min,1.44000
2002-08-05,T,°C,19.09000
2002-08-05,T_max_h1,°C,23.55000
2002-08-05,StrGlo,W/m2,210.92000
2002-08-05,p,hPa,963.18000
2002-08-06,RainDur,min,410.18000
2002-08-06,T,°C,16.26000
2002-08-06,T_max_h1,°C,18.59000
2002-08-06,StrGlo,W/m2,70.15000
2002-08-06,p,hPa,962.46000
2002-08-07,RainDur,min,415.92000
2002-08-07,T,°C,15.33000
2002-08-07,T_max_h1,°C,17.24000
2002-08-07,StrGlo,W/m2,67.00000
2002-08-07,p,hPa,964.99000
2002-08-08,RainDur,min,1.44000
2002-08-08,T,°C,17.61000
2002-08-08,T_max_h1,°C,22.35000
2002-08-08,StrGlo,W/m2,202.78000
2002-08-08,p,hPa,962.16000
2002-08-09,RainDur,min,284.63000
2002-08-09,T,°C,16.43000
2002-08-09,T_max_h1,°C,19.53000
2002-08-09,StrGlo,W/m2,93.19000
2002-08-09,p,hPa,956.98000
2002-08-10,RainDur,min,888.06000
2002-08-10,T,°C,13.78000
2002-08-10,T_max_h1,°C,15.04000
2002-08-10,StrGlo,W/m2,45.17000
2002-08-10,p,hPa,953.81000
2002-08-11,RainDur,min,984.39000
2002-08-11,T,°C,12.48000
2002-08-11,T_max_h1,°C,14.48000
2002-08-11,StrGlo,W/m2,17.90000
2002-08-11,p,hPa,955.22000
2002-08-12,RainDur,min,70.06000
2002-08-12,T,°C,16.16000
2002-08-12,T_max_h1,°C,19.30000
2002-08-12,StrGlo,W/m2,152.09000
2002-08-12,p,hPa,961.81000
2002-08-13,RainDur,min,6.45000
2002-08-13,T,°C,17.79000
2002-08-13,T_max_h1,°C,21.06000
