date,parameter,unit,value
2007-03-29,RainDur,min,52.23000
2007-03-29,T,°C,9.53000
2007-03-29,T_max_h1,°C,14.30000
2007-03-29,StrGlo,W/m2,126.60000
2007-03-29,p,hPa,963.58000
2007-03-30,RainDur,min,125.57000
2007-03-30,T,°C,9.42000
2007-03-30,T_max_h1,°C,14.81000
2007-03-30,StrGlo,W/m2,159.84000
2007-03-30,p,hPa,959.14000
2007-03-31,RainDur,min,198.55000
2007-03-31,T,°C,5.64000
2007-03-31,T_max_h1,°C,8.77000
2007-03-31,StrGlo,W/m2,118.83000
2007-03-31,p,hPa,964.18000
2007-04-01,RainDur,min,0.00000
2007-04-01,T,°C,8.74000
2007-04-01,T_max_h1,°C,13.88000
2007-04-01,StrGlo,W/m2,156.87000
2007-04-01,p,hPa,970.54000
2007-04-02,RainDur,min,0.00000
2007-04-02,T,°C,11.66000
2007-04-02,T_max_h1,°C,17.34000
2007-04-02,StrGlo,W/m2,191.21000
2007-04-02,p,hPa,971.01000
2007-04-03,RainDur,min,132.07000
2007-04-03,T,°C,10.56000
2007-04-03,T_max_h1,°C,15.35000
2007-04-03,StrGlo,W/m2,109.45000
2007-04-03,p,hPa,961.70000
2007-04-04,RainDur,min,477.57000
2007-04-04,T,°C,5.86000
2007-04-04,T_max_h1,°C,7.66000
2007-04-04,StrGlo,W/m2,22.01000
2007-04-04,p,hPa,960.66000
2007-04-05,RainDur,min,0.00000
2007-04-05,T,°C,8.23000
2007-04-05,T_max_h1,°C,12.67000
2007-04-05,StrGlo,W/m2,165.42000
2007-04-05,p,hPa,966.78000
2007-04-06,RainDur,min,0.00000
2007-04-06,T,°C,11.26000
2007-04-06,T_max_h1,°C,17.60000
2007-04-06,StrGlo,W/m2,205.14000
2007-04-06,p,hPa,969.11000
2007-04-07,RainDur,min,0.00000
2007-04-07,T,°C,13.36000
2007-04-07,T_max_h1,°C,19.05000
2007-04-07,StrGlo,W/m2,199.24000
2007-04-07,p,hPa,969.08000
2007-04-08,RainDur,min,0.00000
2007-04-08,T,°C,11.61000
2007-04-08,T_max_h1,°C,14.92000
2007-04-08,StrGlo,W/m2,145.08000
2007-04-08,p,hPa,970.54000
2007-04-09,RainDur,min,0.00000
2007-04-09,T,°C,13.06000
2007-04-09,T_max_h1,°C,19.33000
2007-04-09,StrGlo,W/m2,197.22000
2007-04-09,p,hPa,969.00000
2007-04-10,RainDur,min,0.00000
2007-04-10,T,°C,14.82000
2007-04-10,T_max_h1,°C,20.28000
2007-04-10,StrGlo,W/m2,210.26000
2007-04-10,p,hPa,969.73000
2007-04-11,RainDur,min,0.00000
2007-04-11,T,°C,15.28000
2007-04-11,T_max_h1,°C,20.51000
2007-04-11,StrGlo,W/m2,208.39000
2007-04-11,p,hPa,970.04000
2007-04-12,RainDur,min,0.00000
2007-04-12,T,°C,16.97000
2007-04-12,T_max_h1,°C,22.86000
2007-04-12,StrGlo,W/m2,204.82000
2007-04-12,p,hPa,968.55000
2007-04-13,RainDur,min,0.00000
2007-04-13,T,°C,18.51000
2007-04-13,T_max_h1,°C,24.61000
2007-04-13,StrGlo,W/m2,202.11000
2007-04-13,p,hPa,966.46000
2007-04-14,RainDur,min,0.00000
2007-04-14,T,°C,19.13000
2007-04-14,T_max_h1,°C,25.08000
2007-04-14,StrGlo,W/m2,215.70000
2007-04-14,p,hPa,967.96000
2007-04-15,RainDur,min,0.00000
2007-04-15,T,°C,19.19000
2007-04-15,T_max_h1,°C,24.46000
2007-04-15,StrGlo,W/m2,217.84000
2007-04-15,p,hPa,969.70000
2007-04-16,RainDur,min,0.00000
2007-04-16,T,°C,18.05000
2007-04-16,T_max_h1,°C,22.85000
2007-04-16,StrGlo,W/m2,218.36000
2007-04-16,p,hPa,968.58000
2007-04-17,RainDur,min,0.00000
2007-04-17,T,°C,17.99000
2007-04-17,T_max_h1,°C,23.56000
2007-04-17,StrGlo,W/m2,221.41000
2007-04-17,p,hPa,967.06000
2007-04-18,RainDur,min,0.00000
2007-04-18,T,°C,14.87000
2007-04-18,T_max_h1,°C,17.23000
2007-04-18,StrGlo,W/m2,123.56000
2007-04-18,p,hPa,968.81000
2007-04-19,RainDur,min,0.00000
2007-04-19,T,°C,13.48000
2007-04-19,T_max_h1,°C,19.23000
2007-04-19,StrGlo,W/m2,219.52000
2007-04-19,p,hPa,967.23000
2007-04-20,RainDur,min,0.00000
2007-04-20,T,°C,15.27000
2007-04-20,T_max_h1,°C,21.25000
2007-04-20,StrGlo,W/m2,223.36000
2007-04-20,p,hPa,966.74000
2007-04-21,RainDur,min,0.00000
2007-04-21,T,°C,16.00000
2007-04-21,T_max_h1,°C,22.48000
2007-04-21,StrGlo,W/m2,226.49000
2007-04-21,p,hPa,967.90000
2007-04-22,RainDur,min,0.00000
2007-04-22,T,°C,17.62000
2007-04-22,T_max_h1,°C,24.27000
2007-04-22,StrGlo,W/m2,225.86000
2007-04-22,p,hPa,970.21000
2007-04-23,RainDur,min,0.00000
2007-04-23,T,°C,19.18000
2007-04-23,T_max_h1,°C,24.62000
2007-04-23,StrGlo,W/m2,225.92000
2007-04-23,p,hPa,971.79000
2007-04-24,RainDur,min,0.00000
2007-04-24,T,°C,20.02000
2007-04-24,T_max_h1,°C,25.25000
2007-04-24,StrGlo,W/m2,215.41000
2007-04-24,p,hPa,968.93000
2007-04-25,RainDur,min,0.00000
2007-04-25,T,°C,20.10000
2007-04-25,T_max_h1,°C,25.64000
2007-04-25,StrGlo,W/m2,223.38000
2007-04-25,p,hPa,964.83000
2007-04-26,RainDur,min,0.00000
2007-04-26,T,°C,19.39000
2007-04-26,T_max_h1,°C,24.63000
2007-04-26,StrGlo,W/m2,230.21000
2007-04-26,p,hPa,965.45000
2007-04-27,RainDur,min,45.23000
2007-04-27,T,°C,18.96000
2007-04-27,T_max_h1,°C,23.09000
2007-04-27,StrGlo,W/m2,158.76000
2007-04-27,p,hPa,969.12000
2007-04-28,RainDur,min,0.00000
2007-04-28,T,°C,19.23000
2007-04-28,T_max_h1,°C,24.16000
2007-04-28,StrGlo,W/m2,209.26000
2007-04-28,p,hPa,969.82000
2007-04-29,RainDur,min,0.00000
2007-04-29,T,°C,20.48000
2007-04-29,T_max_h1,°C,24.96000
2007-04-29,StrGlo,W/m2,222.01000
2007-04-29,p,hPa,964.67000
2007-04-30,RainDur,min,0.00000
2007-04-30,T,°C,17.27000
2007-04-30,T_max_h1,°C,21.22000
2007-04-30,StrGlo,W/m2,205.96000
2007-04-30,p,hPa,960.39000
2007-05-01,RainDur,min,0.00000
2007-05-01,T,°C,15.76000
2007-05-01,T_max_h1,°C,20.58000
2007-05-01,StrGlo,W/m2,235.37000
2007-05-01,p,hPa,960.06000
2007-05-02,RainDur,min,64.08000
2007-05-02,T,°C,14.69000
2007-05-02,T_max_h1,°C,20.18000
2007-05-02,StrGlo,W/m2,185.72000
2007-05-02,p,hPa,958.79000
2007-05-03,RainDur,min,4.95000
2007-05-03,T,°C,14.62000
2007-05-03,T_max_h1,°C,19.68000
2007-05-03,StrGlo,W/m2,183.06000
2007-05-03,p,hPa,960.13000
2007-05-04,RainDur,min,300.47000
2007-05-04,T,°C,13.81000
2007-05-04,T_max_h1,°C,18.17000
2007-05-04,StrGlo,W/m2,105.45000
2007-05-04,p,hPa,955.04000
2007-05-05,RainDur,min,1075.55000
2007-05-05,T,°C,12.62000
2007-05-05,T_max_h1,°C,13.40000
2007-05-05,StrGlo,W/m2,28.45000
2007-05-05,p,hPa,956.60000
2007-05-06,RainDur,min,190.97000
2007-05-06,T,°C,13.66000
2007-05-06,T_max_h1,°C,17.28000
2007-05-06,StrGlo,W/m2,117.42000
2007-05-06,p,hPa,965.39000
2007-05-07,RainDur,min,65.12000
2007-05-07,T,°C,14.61000
2007-05-07,T_max_h1,°C,17.70000
2007-05-07,StrGlo,W/m2,85.73000
2007-05-07,p,hPa,968.83000
2007-05-08,RainDur,min,290.07000
2007-05-08,T,°C,15.84000
2007-05-08,T_max_h1,°C,18.17000
2007-05-08,StrGlo,W/m2,146.50000
2007-05-08,p,hPa,967.92000
2007-05-09,RainDur,min,150.95000
2007-05-09,T,°C,16.43000
2007-05-09,T_max_h1,°C,19.65000
2007-05-09,StrGlo,W/m2,143.34000
2007-05-09,p,hPa,969.60000
2007-05-10,RainDur,min,0.00000
2007-05-10,T,°C,18.55000
2007-05-10,T_max_h1,°C,23.74000
2007-05-10,StrGlo,W/m2,217.04000
2007-05-10,p,hPa,966.96000
2007-05-11,RainDur,min,46.83000
2007-05-11,T,°C,18.24000
2007-05-11,T_max_h1,°C,21.69000
2007-05-11,StrGlo,W/m2,203.64000
2007-05-11,p,hPa,962.01000
2007-05-12,RainDur,min,70.35000
2007-05-12,T,°C,18.40000
2007-05-12,T_max_h1,°C,22.56000
2007-05-12,StrGlo,W/m2,240.37000
2007-05-12,p,hPa,963.85000
2007-05-13,RainDur,min,0.00000
2007-05-13,T,°C,20.05000
2007-05-13,T_max_h1,°C,27.54000
2007-05-13,StrGlo,W/m2,235.66000
2007-05-13,p,hPa,959.85000
2007-05-14,RainDur,min,335.27000
2007-05-14,T,°C,16.25000
2007-05-14,T_max_h1,°C,20.50000
2007-05-14,StrGlo,W/m2,144.32000
2007-05-14,p,hPa,960.46000
2007-05-15,RainDur,min,360.80000
2007-05-15,T,°C,11.12000
2007-05-15,T_max_h1,°C,13.68000
2007-05-15,StrGlo,W/m2,123.58000
2007-05-15,p,hPa,967.18000
2007-05-16,RainDur,min,249.57000
2007-05-16,T,°C,11.99000
2007-05-16,T_max_h1,°C,16.80000
2007-05-16,StrGlo,W/m2,188.99000
2007-05-16,p,hPa,965.16000
2007-05-17,RainDur,min,873.78000
2007-05-17,T,°C,11.41000
2007-05-17,T_max_h1,°C,13.33000
2007-05-17,StrGlo,W/m2,54.99000
2007-05-17,p,hPa,962.53000
2007-05-18,RainDur,min,0.00000
2007-05-18,T,°C,14.59000
2007-05-18,T_max_h1,°C,18.91000
2007-05-18,StrGlo,W/m2,228.15000
2007-05-18,p,hPa,967.76000
2007-05-19,RainDur,min,0.00000
2007-05-19,T,°C,17.99000
2007-05-19,T_max_h1,°C,24.66000
2007-05-19,StrGlo,W/m2,266.28000
2007-05-19,p,hPa,964.20000
2007-05-20,RainDur,min,5.68000
2007-05-20,T,°C,20.63000
2007-05-20,T_max_h1,°C,26.19000
2007-05-20,StrGlo,W/m2,249.37000
2007-05-20,p,hPa,962.78000
2007-05-21,RainDur,min,121.35000
2007-05-21,T,°C,22.07000
2007-05-21,T_max_h1,°C,27.87000
2007-05-21,StrGlo,W/m2,239.01000
2007-05-21,p,hPa,965.75000
2007-05-22,RainDur,min,0.22000
2007-05-22,T,°C,21.17000
2007-05-22,T_max_h1,°C,25.51000
2007-05-22,StrGlo,W/m2,217.36000
2007-05-22,p,hPa,968.85000
2007-05-23,RainDur,min,95.05000
2007-05-23,T,°C,21.97000
2007-05-23,T_max_h1,°C,27.18000
2007-05-23,StrGlo,W/m2,244.70000
2007-05-23,p,hPa,967.08000
2007-05-24,RainDur,min,6.75000
2007-05-24,T,°C,23.14000
2007-05-24,T_max_h1,°C,28.97000
2007-05-24,StrGlo,W/m2,265.18000
2007-05-24,p,hPa,964.49000
2007-05-25,RainDur,min,0.00000
2007-05-25,T,°C,23.48000
2007-05-25,T_max_h1,°C,28.63000
2007-05-25,StrGlo,W/m2,199.96000
2007-05-25,p,hPa,960.20000
2007-05-26,RainDur,min,0.62000
2007-05-26,T,°C,23.02000
2007-05-26,T_max_h1,°C,26.08000
2007-05-26,StrGlo,W/m2,182.82000
2007-05-26,p,hPa,954.30000
2007-05-27,RainDur,min,223.98000
2007-05-27,T,°C,17.56000
2007-05-27,T_max_h1,°C,19.60000
2007-05-27,StrGlo,W/m2,153.66000
2007-05-27,p,hPa,950.97000
2007-05-28,RainDur,min,1097.45000
2007-05-28,T,°C,9.28000
2007-05-28,T_max_h1,°C,14.13000
2007-05-28,StrGlo,W/m2,67.35000
2007-05-28,p,hPa,951.03000
2007-05-29,RainDur,min,855.03000
2007-05-29,T,°C,9.14000
2007-05-29,T_max_h1,°C,9.48000
2007-05-29,StrGlo,W/m2,55.50000
2007-05-29,p,hPa,958.69000
2007-05-30,RainDur,min,0.00000
2007-05-30,T,°C,12.53000
2007-05-30,T_max_h1,°C,16.83000
2007-05-30,StrGlo,W/m2,257.35000
2007-05-30,p,hPa,964.08000
2007-05-31,RainDur,min,34.22000
2007-05-31,T,°C,16.04000
2007-05-31,T_max_h1,°C,20.76000
2007-05-31,StrGlo,W/m2,215.14000
2007-05-31,p,hPa,961.84000
2007-06-01,RainDur,min,1146.42000
2007-06-01,T,°C,12.37000
2007-06-01,T_max_h1,°C,14.13000
2007-06-01,StrGlo,W/m2,59.54000
2007-06-01,p,hPa,965.03000
2007-06-02,RainDur,min,285.00000
2007-06-02,T,°C,12.16000
2007-06-02,T_max_h1,°C,14.77000
2007-06-02,StrGlo,W/m2,54.82000
2007-06-02,p,hPa,969.85000
2007-06-03,RainDur,min,0.00000
2007-06-03,T,°C,16.13000
2007-06-03,T_max_h1,°C,20.16000
2007-06-03,StrGlo,W/m2,135.56000
2007-06-03,p,hPa,969.15000
2007-06-04,RainDur,min,70.27000
2007-06-04,T,°C,18.12000
2007-06-04,T_max_h1,°C,23.74000
2007-06-04,StrGlo,W/m2,205.38000
2007-06-04,p,hPa,967.65000
2007-06-05,RainDur,min,0.00000
2007-06-05,T,°C,19.73000
2007-06-05,T_max_h1,°C,24.72000
2007-06-05,StrGlo,W/m2,218.89000
2007-06-05,p,hPa,964.96000
2007-06-06,RainDur,min,0.00000
2007-06-06,T,°C,19.45000
2007-06-06,T_max_h1,°C,22.71000
2007-06-06,StrGlo,W/m2,118.58000
2007-06-06,p,hPa,962.25000
2007-06-07,RainDur,min,66.30000
2007-06-07,T,°C,21.03000
2007-06-07,T_max_h1,°C,25.65000
2007-06-07,StrGlo,W/m2,203.47000
2007-06-07,p,hPa,962.22000
2007-06-08,RainDur,min,111.73000
2007-06-08,T,°C,21.29000
2007-06-08,T_max_h1,°C,26.43000
2007-06-08,StrGlo,W/m2,190.81000
2007-06-08,p,hPa,965.91000
2007-06-09,RainDur,min,9.08000
2007-06-09,T,°C,21.90000
2007-06-09,T_max_h1,°C,26.25000
2007-06-09,StrGlo,W/m2,221.15000
2007-06-09,p,hPa,966.54000
2007-06-10,RainDur,min,127.52000
2007-06-10,T,°C,21.46000
2007-06-10,T_max_h1,°C,27.61000
2007-06-10,StrGlo,W/m2,229.32000
2007-06-10,p,hPa,965.06000
2007-06-11,RainDur,min,204.00000
2007-06-11,T,°C,19.34000
2007-06-11,T_max_h1,°C,22.78000
2007-06-11,StrGlo,W/m2,130.11000
2007-06-11,p,hPa,964.37000
2007-06-12,RainDur,min,0.18000
2007-06-12,T,°C,21.13000
2007-06-12,T_max_h1,°C,25.79000
2007-06-12,StrGlo,W/m2,216.90000
2007-06-12,p,hPa,962.56000
2007-06-13,RainDur,min,0.00000
2007-06-13,T,°C,22.05000
2007-06-13,T_max_h1,°C,26.30000
2007-06-13,StrGlo,W/m2,207.50000
2007-06-13,p,hPa,960.01000
2007-06-14,RainDur,min,95.75000
2007-06-14,T,°C,23.31000
2007-06-14,T_max_h1,°C,29.96000
2007-06-14,StrGlo,W/m2,260.42000
2007-06-14,p,hPa,957.71000
2007-06-15,RainDur,min,421.85000
2007-06-15,T,°C,16.96000
2007-06-15,T_max_h1,°C,19.63000
2007-06-15,StrGlo,W/m2,62.60000
2007-06-15,p,hPa,959.04000
2007-06-16,RainDur,min,25.22000
2007-06-16,T,°C,18.75000
2007-06-16,T_max_h1,°C,23.18000
2007-06-16,StrGlo,W/m2,242.20000
2007-06-16,p,hPa,961.59000
2007-06-17,RainDur,min,139.38000
2007-06-17,T,°C,20.94000
2007-06-17,T_max_h1,°C,26.05000
2007-06-17,StrGlo,W/m2,261.39000
2007-06-17,p,hPa,960.24000
2007-06-18,RainDur,min,273.83000
2007-06-18,T,°C,21.41000
2007-06-18,T_max_h1,°C,26.08000
2007-06-18,StrGlo,W/m2,249.38000
2007-06-18,p,hPa,963.59000
2007-06-19,RainDur,min,167.17000
2007-06-19,T,°C,23.94000
2007-06-19,T_max_h1,°C,29.39000
2007-06-19,StrGlo,W/m2,283.32000
2007-06-19,p,hPa,963.78000
2007-06-20,RainDur,min,17.03000
2007-06-20,T,°C,24.50000
2007-06-20,T_max_h1,°C,29.03000
2007-06-20,StrGlo,W/m2,253.65000
2007-06-20,p,hPa,963.29000
2007-06-21,RainDur,min,
2007-06-21,T,°C,19.88000
2007-06-21,T_max_h1,°C,21.72000
2007-06-21,StrGlo,W/m2,154.06000
2007-06-21,p,hPa,963.90000
2007-06-22,RainDur,min,
2007-06-22,T,°C,18.03000
2007-06-22,T_max_h1,°C,20.41000
2007-06-22,StrGlo,W/m2,142.51000
2007-06-22,p,hPa,963.42000
2007-06-23,RainDur,min,
2007-06-23,T,°C,18.56000
2007-06-23,T_max_h1,°C,21.77000
2007-06-23,StrGlo,W/m2,254.67000
2007-06-23,p,hPa,965.55000
2007-06-24,RainDur,min,
2007-06-24,T,°C,20.95000
2007-06-24,T_max_h1,°C,25.81000
2007-06-24,StrGlo,W/m2,269.17000
2007-06-24,p,hPa,964.72000
2007-06-25,RainDur,min,
2007-06-25,T,°C,18.02000
2007-06-25,T_max_h1,°C,22.00000
2007-06-25,StrGlo,W/m2,66.33000
2007-06-25,p,hPa,959.94000
2007-06-26,RainDur,min,
2007-06-26,T,°C,14.93000
2007-06-26,T_max_h1,°C,18.10000
2007-06-26,StrGlo,W/m2,151.24000
2007-06-26,p,hPa,959.52000
2007-06-27,RainDur,min,
2007-06-27,T,°C,13.14000
2007-06-27,T_max_h1,°C,14.29000
2007-06-27,StrGlo,W/m2,94.49000
2007-06-27,p,hPa,962.27000
2007-06-28,RainDur,min,
2007-06-28,T,°C,15.25000
2007-06-28,T_max_h1,°C,18.01000
2007-06-28,StrGlo,W/m2,145.23000
2007-06-28,p,hPa,966.10000
2007-06-29,RainDur,min,
2007-06-29,T,°C,17.78000
2007-06-29,T_max_h1,°C,22.81000
2007-06-29,StrGlo,W/m2,223.57000
2007-06-29,p,hPa,967.27000
2007-06-30,RainDur,min,0.00000
2007-06-30,T,°C,19.38000
2007-06-30,T_max_h1,°C,23.49000
2007-06-30,StrGlo,W/m2,210.66000
2007-06-30,p,hPa,967.98000
2007-07-01,RainDur,min,267.55000
2007-07-01,T,°C,20.26000
2007-07-01,T_max_h1,°C,27.88000
2007-07-01,StrGlo,W/m2,193.26000
2007-07-01,p,hPa,963.19000
2007-07-02,RainDur,min,1012.82000
2007-07-02,T,°C,16.20000
2007-07-02,T_max_h1,°C,17.00000
2007-07-02,StrGlo,W/m2,80.79000
2007-07-02,p,hPa,962.81000
2007-07-03,RainDur,min,581.88000
2007-07-03,T,°C,15.82000
2007-07-03,T_max_h1,°C,19.25000
2007-07-03,StrGlo,W/m2,133.33000
2007-07-03,p,hPa,960.69000
2007-07-04,RainDur,min,417.91000
2007-07-04,T,°C,14.12000
2007-07-04,T_max_h1,°C,15.82000
2007-07-04,StrGlo,W/m2,179.42000
2007-07-04,p,hPa,961.79000
2007-07-05,RainDur,min,340.62000
2007-07-05,T,°C,13.73000
2007-07-05,T_max_h1,°C,16.11000
2007-07-05,StrGlo,W/m2,109.66000
2007-07-05,p,hPa,968.21000
2007-07-06,RainDur,min,11.72000
2007-07-06,T,°C,17.47000
2007-07-06,T_max_h1,°C,21.33000
2007-07-06,StrGlo,W/m2,127.23000
2007-07-06,p,hPa,966.92000
2007-07-07,RainDur,min,36.97000
2007-07-07,T,°C,20.40000
2007-07-07,T_max_h1,°C,24.93000
2007-07-07,StrGlo,W/m2,242.27000
2007-07-07,p,hPa,968.29000
2007-07-08,RainDur,min,380.67000
2007-07-08,T,°C,19.17000
2007-07-08,T_max_h1,°C,22.66000
2007-07-08,StrGlo,W/m2,136.35000
2007-07-08,p,hPa,967.60000
2007-07-09,RainDur,min,557.92000
2007-07-09,T,°C,15.17000
2007-07-09,T_max_h1,°C,18.43000
2007-07-09,StrGlo,W/m2,51.26000
2007-07-09,p,hPa,965.16000
2007-07-10,RainDur,min,500.22000
2007-07-10,T,°C,12.31000
2007-07-10,T_max_h1,°C,14.35000
2007-07-10,StrGlo,W/m2,128.45000
2007-07-10,p,hPa,965.83000
2007-07-11,RainDur,min,404.70000
2007-07-11,T,°C,13.18000
2007-07-11,T_max_h1,°C,15.16000
2007-07-11,StrGlo,W/m2,124.36000
2007-07-11,p,hPa,967.36000
2007-07-12,RainDur,min,145.62000
2007-07-12,T,°C,16.54000
2007-07-12,T_max_h1,°C,20.98000
2007-07-12,StrGlo,W/m2,180.40000
2007-07-12,p,hPa,970.26000
2007-07-13,RainDur,min,0.00000
2007-07-13,T,°C,21.20000
2007-07-13,T_max_h1,°C,27.20000
2007-07-13,StrGlo,W/m2,280.20000
2007-07-13,p,hPa,969.27000
2007-07-14,RainDur,min,0.00000
2007-07-14,T,°C,23.87000
2007-07-14,T_max_h1,°C,30.40000
2007-07-14,StrGlo,W/m2,277.16000
2007-07-14,p,hPa,968.95000
2007-07-15,RainDur,min,0.00000
2007-07-15,T,°C,25.75000
2007-07-15,T_max_h1,°C,32.42000
2007-07-15,StrGlo,W/m2,276.50000
2007-07-15,p,hPa,966.92000
2007-07-16,RainDur,min,0.00000
2007-07-16,T,°C,27.15000
2007-07-16,T_max_h1,°C,34.05000
2007-07-16,StrGlo,W/m2,274.08000
2007-07-16,p,hPa,965.27000
2007-07-17,RainDur,min,54.57000
2007-07-17,T,°C,24.64000
2007-07-17,T_max_h1,°C,28.98000
2007-07-17,StrGlo,W/m2,238.94000
2007-07-17,p,hPa,968.56000
2007-07-18,RainDur,min,111.38000
2007-07-18,T,°C,23.68000
2007-07-18,T_max_h1,°C,28.31000
2007-07-18,StrGlo,W/m2,206.82000
2007-07-18,p,hPa,969.18000
2007-07-19,RainDur,min,262.90000
2007-07-19,T,°C,23.46000
2007-07-19,T_max_h1,°C,28.89000
2007-07-19,StrGlo,W/m2,203.87000
2007-07-19,p,hPa,966.52000
2007-07-20,RainDur,min,267.67000
2007-07-20,T,°C,22.63000
2007-07-20,T_max_h1,°C,27.63000
2007-07-20,StrGlo,W/m2,216.86000
2007-07-20,p,hPa,965.74000
2007-07-21,RainDur,min,379.95000
2007-07-21,T,°C,18.92000
2007-07-21,T_max_h1,°C,22.91000
2007-07-21,StrGlo,W/m2,88.36000
2007-07-21,p,hPa,966.36000
2007-07-22,RainDur,min,290.48000
2007-07-22,T,°C,18.56000
2007-07-22,T_max_h1,°C,22.16000
2007-07-22,StrGlo,W/m2,187.59000
2007-07-22,p,hPa,965.35000
2007-07-23,RainDur,min,242.02000
2007-07-23,T,°C,19.64000
2007-07-23,T_max_h1,°C,27.98000
2007-07-23,StrGlo,W/m2,181.30000
2007-07-23,p,hPa,956.64000
2007-07-24,RainDur,min,0.00000
2007-07-24,T,°C,17.32000
2007-07-24,T_max_h1,°C,20.39000
2007-07-24,StrGlo,W/m2,137.17000
2007-07-24,p,hPa,961.13000
2007-07-25,RainDur,min,0.00000
2007-07-25,T,°C,19.41000
2007-07-25,T_max_h1,°C,24.33000
2007-07-25,StrGlo,W/m2,245.56000
2007-07-25,p,hPa,968.00000
2007-07-26,RainDur,min,0.00000
2007-07-26,T,°C,21.99000
2007-07-26,T_max_h1,°C,27.72000
2007-07-26,StrGlo,W/m2,262.78000
2007-07-26,p,hPa,965.69000
2007-07-27,RainDur,min,26.57000
2007-07-27,T,°C,22.65000
2007-07-27,T_max_h1,°C,26.43000
2007-07-27,StrGlo,W/m2,237.58000
2007-07-27,p,hPa,967.74000
2007-07-28,RainDur,min,0.00000
2007-07-28,T,°C,22.26000
2007-07-28,T_max_h1,°C,26.03000
2007-07-28,StrGlo,W/m2,199.16000
2007-07-28,p,hPa,968.83000
2007-07-29,RainDur,min,329.28000
2007-07-29,T,°C,20.84000
2007-07-29,T_max_h1,°C,24.68000
2007-07-29,StrGlo,W/m2,151.36000
2007-07-29,p,hPa,966.62000
2007-07-30,RainDur,min,190.30000
2007-07-30,T,°C,16.68000
2007-07-30,T_max_h1,°C,19.51000
2007-07-30,StrGlo,W/m2,224.52000
2007-07-30,p,hPa,968.21000
2007-07-31,RainDur,min,0.00000
2007-07-31,T,°C,16.76000
2007-07-31,T_max_h1,°C,21.00000
2007-07-31,StrGlo,W/m2,262.71000
2007-07-31,p,hPa,968.21000
2007-08-01,RainDur,min,0.00000
2007-08-01,T,°C,18.75000
2007-08-01,T_max_h1,°C,25.08000
2007-08-01,StrGlo,W/m2,258.25000
2007-08-01,p,hPa,965.62000
2007-08-02,RainDur,min,446.48000
2007-08-02,T,°C,18.95000
2007-08-02,T_max_h1,°C,20.59000
2007-08-02,StrGlo,W/m2,66.10000
2007-08-02,p,hPa,965.48000
2007-08-03,RainDur,min,225.38000
2007-08-03,T,°C,17.59000
2007-08-03,T_max_h1,°C,20.68000
2007-08-03,StrGlo,W/m2,128.52000
2007-08-03,p,hPa,971.90000
2007-08-04,RainDur,min,0.00000
2007-08-04,T,°C,19.56000
2007-08-04,T_max_h1,°C,24.48000
2007-08-04,StrGlo,W/m2,254.50000
2007-08-04,p,hPa,973.52000
2007-08-05,RainDur,min,0.00000
2007-08-05,T,°C,21.75000
2007-08-05,T_max_h1,°C,27.31000
2007-08-05,StrGlo,W/m2,253.87000
2007-08-05,p,hPa,967.04000
2007-08-06,RainDur,min,0.00000
2007-08-06,T,°C,23.65000
2007-08-06,T_max_h1,°C,30.02000
2007-08-06,StrGlo,W/m2,235.67000
2007-08-06,p,hPa,962.14000
2007-08-07,RainDur,min,498.40000
2007-08-07,T,°C,19.99000
2007-08-07,T_max_h1,°C,22.30000
2007-08-07,StrGlo,W/m2,47.46000
2007-08-07,p,hPa,962.77000
2007-08-08,RainDur,min,937.82000
2007-08-08,T,°C,15.55000
2007-08-08,T_max_h1,°C,18.30000
2007-08-08,StrGlo,W/m2,35.09000
2007-08-08,p,hPa,962.52000
2007-08-09,RainDur,min,554.73000
2007-08-09,T,°C,12.87000
2007-08-09,T_max_h1,°C,13.82000
2007-08-09,StrGlo,W/m2,45.33000
2007-08-09,p,hPa,963.31000
2007-08-10,RainDur,min,151.48000
2007-08-10,T,°C,14.90000
2007-08-10,T_max_h1,°C,17.64000
2007-08-10,StrGlo,W/m2,114.00000
2007-08-10,p,hPa,964.34000
2007-08-11,RainDur,min,320.40000
2007-08-11,T,°C,17.11000
2007-08-11,T_max_h1,°C,20.55000
2007-08-11,StrGlo,W/m2,107.48000
2007-08-11,p,hPa,963.94000
2007-08-12,RainDur,min,0.00000
2007-08-12,T,°C,18.92000
2007-08-12,T_max_h1,°C,24.40000
2007-08-12,StrGlo,W/m2,188.42000
2007-08-12,p,hPa,961.87000
2007-08-13,RainDur,min,75.52000
2007-08-13,T,°C,20.58000
2007-08-13,T_max_h1,°C,24.83000
2007-08-13,StrGlo,W/m2,218.25000
2007-08-13,p,hPa,963.45000
2007-08-14,RainDur,min,0.00000
2007-08-14,T,°C,21.96000
2007-08-14,T_max_h1,°C,26.62000
2007-08-14,StrGlo,W/m2,200.10000
2007-08-14,p,hPa,963.66000
2007-08-15,RainDur,min,58.28000
2007-08-15,T,°C,25.38000
2007-08-15,T_max_h1,°C,30.62000
2007-08-15,StrGlo,W/m2,214.25000
2007-08-15,p,hPa,960.80000
2007-08-16,RainDur,min,199.50000
2007-08-16,T,°C,19.31000
2007-08-16,T_max_h1,°C,23.88000
2007-08-16,StrGlo,W/m2,52.27000
2007-08-16,p,hPa,964.36000
2007-08-17,RainDur,min,74.18000
2007-08-17,T,°C,17.67000
2007-08-17,T_max_h1,°C,20.62000
